OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
2021 Season World Championship/Main Event,Rogue (European Team),6,fredy122,Coach,United Kingdom
2021 Season World Championship/Main Event,Rogue (European Team),7,Blumigan,Coach,Sweden
2021 Season World Championship/Main Event,Royal Never Give Up,1,Xiaohu,Top,China
2021 Season World Championship/Main Event,Royal Never Give Up,2,Wei (Yan Yang-Wei),Jungle,China
2021 Season World Championship/Main Event,Royal Never Give Up,3,Cryin,Mid,China
2021 Season World Championship/Main Event,Royal Never Give Up,4,GALA,Bot,China
2021 Season World Championship/Main Event,Royal Never Give Up,5,Ming (Shi Sen-Ming),Support,China
2021 Season World Championship/Main Event,Royal Never Give Up,6,Poppy (Chang Po-Hao),Coach,Taiwan
2021 Season World Championship/Main Event,T1,1,Canna,Top,South Korea
2021 Season World Championship/Main Event,T1,2,Oner,Jungle,South Korea
2021 Season World Championship/Main Event,T1,3,Faker,Mid,South Korea
2021 Season World Championship/Main Event,T1,4,Gumayusi,Bot,South Korea
2021 Season World Championship/Main Event,T1,5,Keria,Support,South Korea
2021 Season World Championship/Main Event,T1,6,Stardust (Son Seok-hee),Coach,South Korea
2021 Season World Championship/Main Event,T1,7,Moment,Coach,South Korea
2021 Season World Championship/Main Event,Team Liquid,1,Alphari,Top,United Kingdom
2021 Season World Championship/Main Event,Team Liquid,2,Santorin,Jungle,Denmark
2021 Season World Championship/Main Event,Team Liquid,3,Jensen,Mid,Denmark
2021 Season World Championship/Main Event,Team Liquid,4,Tactical,Bot,United States
2021 Season World Championship/Main Event,Team Liquid,5,CoreJJ,Support,South Korea
2021 Season World Championship/Main Event,Team Liquid,6,Kold,Coach,Denmark
2021 Season World Championship/Main Event,Team Liquid,7,H4xDefender,Coach,United States
2021 Season World Championship/Play-In,Beyond Gaming,1,PK,"Top,Mid",Taiwan
2021 Season World Championship/Play-In,Beyond Gaming,2,Liang,"Top,Mid",Taiwan
2021 Season World Championship/Play-In,Beyond Gaming,3,Husha,Jungle,Taiwan
2021 Season World Championship/Play-In,Beyond Gaming,4,Maoan,Mid,Taiwan
2021 Season World Championship/Play-In,Beyond Gaming,5,Doggo,Bot,Taiwan
2021 Season World Championship/Play-In,Beyond Gaming,6,Kino,Support,Taiwan
2021 Season World Championship/Play-In,Beyond Gaming,7,Benny (Lien Hsiu-Chi),Coach,Taiwan
2021 Season World Championship/Play-In,Beyond Gaming,8,Wulala,Coach,Taiwan
2021 Season World Championship/Play-In,Cloud9,1,Fudge,Top,Australia
2021 Season World Championship/Play-In,Cloud9,2,Blaber,Jungle,United States
2021 Season World Championship/Play-In,Cloud9,3,Perkz,Mid,Croatia
2021 Season World Championship/Play-In,Cloud9,4,Zven,Bot,Denmark
2021 Season World Championship/Play-In,Cloud9,5,Vulcan (Philippe Laflamme),Support,Canada
2021 Season World Championship/Play-In,Cloud9,6,Mithy,Coach,Spain
2021 Season World Championship/Play-In,Cloud9,7,Reignover,Coach,South Korea
2021 Season World Championship/Play-In,DetonatioN FocusMe,1,Evi,Top,Japan
2021 Season World Championship/Play-In,DetonatioN FocusMe,2,Steal (Mun Geon-yeong),Jungle,South Korea
2021 Season World Championship/Play-In,DetonatioN FocusMe,3,Aria (Lee Ga-eul),Mid,South Korea
2021 Season World Championship/Play-In,DetonatioN FocusMe,4,Yutapon,Bot,Japan
2021 Season World Championship/Play-In,DetonatioN FocusMe,5,Gaeng,Support,South Korea
2021 Season World Championship/Play-In,DetonatioN FocusMe,6,Kazu,Coach,Japan
2021 Season World Championship/Play-In,DetonatioN FocusMe,7,Yang (Yang Gwang-pyo),Coach,South Korea
2021 Season World Championship/Play-In,Galatasaray Esports,1,Crazy (Kim Jae-hee),Top,South Korea
2021 Season World Championship/Play-In,Galatasaray Esports,2,Mojito,Jungle,Turkey
2021 Season World Championship/Play-In,Galatasaray Esports,3,Bolulu,Mid,Sweden
2021 Season World Championship/Play-In,Galatasaray Esports,4,Alive,Bot,South Korea
2021 Season World Championship/Play-In,Galatasaray Esports,5,Zergsting,Support,Turkey
2021 Season World Championship/Play-In,Galatasaray Esports,6,Irean,Coach,South Korea
2021 Season World Championship/Play-In,Hanwha Life Esports,1,Morgan,Top,South Korea
2021 Season World Championship/Play-In,Hanwha Life Esports,2,Willer,Jungle,South Korea
2021 Season World Championship/Play-In,Hanwha Life Esports,3,Chovy,Mid,South Korea
2021 Season World Championship/Play-In,Hanwha Life Esports,4,Deft,Bot,South Korea
2021 Season World Championship/Play-In,Hanwha Life Esports,5,Vsta,Support,South Korea
2021 Season World Championship/Play-In,Hanwha Life Esports,6,Kezman,Coach,South Korea
2021 Season World Championship/Play-In,Hanwha Life Esports,7,Sudal,Coach,South Korea
2021 Season World Championship/Play-In,INFINITY,1,Buggax,Top,Uruguay
2021 Season World Championship/Play-In,INFINITY,2,SolidSnake,Jungle,Peru
2021 Season World Championship/Play-In,INFINITY,3,cody,Mid,Chile
2021 Season World Championship/Play-In,INFINITY,4,Whitelotus,Bot,Argentina
2021 Season World Championship/Play-In,INFINITY,5,Ackerman (Gabriel Aparicio),Support,Argentina
2021 Season World Championship/Play-In,INFINITY,6,Von (Gabriel Barbosa),Coach,Brazil
2021 Season World Championship/Play-In,INFINITY,7,Snok,Coach,El Salvador
2021 Season World Championship/Play-In,LNG Esports,1,Ale,Top,China
2021 Season World Championship/Play-In,LNG Esports,2,Tarzan (Lee Seung-yong),Jungle,South Korea
2021 Season World Championship/Play-In,LNG Esports,3,icon,Mid,China
2021 Season World Championship/Play-In,LNG Esports,4,Light (Wang Guang-Yu),Bot,China
2021 Season World Championship/Play-In,LNG Esports,5,Iwandy,Support,China
2021 Season World Championship/Play-In,LNG Esports,6,Rather,Coach,South Korea
2021 Season World Championship/Play-In,LNG Esports,7,U,Coach,China
2021 Season World Championship/Play-In,PEACE (Oceanic Team),1,Vizicsacsi,Top,Hungary
2021 Season World Championship/Play-In,PEACE (Oceanic Team),2,Babip,Jungle,Australia
2021 Season World Championship/Play-In,PEACE (Oceanic Team),3,Tally,Mid,Australia
2021 Season World Championship/Play-In,PEACE (Oceanic Team),4,Violet (Vincent Wong),Bot,Hong Kong
2021 Season World Championship/Play-In,PEACE (Oceanic Team),5,Aladoric,Support,Australia
2021 Season World Championship/Play-In,PEACE (Oceanic Team),6,Colla,Coach,China
2021 Season World Championship/Play-In,PEACE (Oceanic Team),7,Coach Daniel,Coach,China
2021 Season World Championship/Play-In,RED Canids,1,Guigo,Top,Brazil
2021 Season World Championship/Play-In,RED Canids,2,Aegis (Gabriel Lemos),Jungle,Brazil
2021 Season World Championship/Play-In,RED Canids,3,Grevthar,Mid,Brazil
2021 Season World Championship/Play-In,RED Canids,4,Avenger (Adriano Perassoli),Mid,Brazil
2021 Season World Championship/Play-In,RED Canids,5,TitaN,Bot,Brazil
2021 Season World Championship/Play-In,RED Canids,6,Jojo (Gabriel Dzelme),Support,Brazil
2021 Season World Championship/Play-In,RED Canids,7,Coelho,Coach,Brazil
2021 Season World Championship/Play-In,Unicorns of Love.CIS,1,BOSS (Vladislav Fomin),Top,Russia
2021 Season World Championship/Play-In,Unicorns of Love.CIS,2,AHaHaCiK,Jungle,Russia
2021 Season World Championship/Play-In,Unicorns of Love.CIS,3,Nomanz,Mid,Russia
2021 Season World Championship/Play-In,Unicorns of Love.CIS,4,Argonavt,Bot,Ukraine
2021 Season World Championship/Play-In,Unicorns of Love.CIS,5,SaNTaS,Support,Russia
2021 Season World Championship/Play-In,Unicorns of Love.CIS,6,Sheepy,Coach,Germany
2021 Season World Championship/Play-In,Unicorns of Love.CIS,7,Invi,Coach,Russia
2022 Season World Championship/Main Event,100 Thieves,1,Ssumday,Top,South Korea
2022 Season World Championship/Main Event,100 Thieves,2,Closer (Can Çelik),Jungle,Turkey
2022 Season World Championship/Main Event,100 Thieves,3,Abbedagge,Mid,Germany
2022 Season World Championship/Main Event,100 Thieves,4,FBI,Bot,Australia
2022 Season World Championship/Main Event,100 Thieves,5,huhi,Support,South Korea
2022 Season World Championship/Main Event,100 Thieves,6,Reapered,Coach,South Korea
2022 Season World Championship/Main Event,100 Thieves,7,Freeze,Coach,Czech Republic
2022 Season World Championship/Main Event,Cloud9,1,Fudge,Top,Australia
2022 Season World Championship/Main Event,Cloud9,2,Blaber,Jungle,United States
2022 Season World Championship/Main Event,Cloud9,3,Jensen,Mid,Denmark
2022 Season World Championship/Main Event,Cloud9,4,Berserker (Kim Min-cheol),Bot,South Korea
2022 Season World Championship/Main Event,Cloud9,5,Zven,Support,Denmark
2022 Season World Championship/Main Event,Cloud9,6,Max Waldo,Coach,United States
2022 Season World Championship/Main Event,Cloud9,7,Reven (Seong Sang-hyeon),Coach,South Korea
2022 Season World Championship/Main Event,CTBC Flying Oyster,1,Rest,Top,Taiwan
2022 Season World Championship/Main Event,CTBC Flying Oyster,2,Gemini,Jungle,Taiwan
2022 Season World Championship/Main Event,CTBC Flying Oyster,3,Mission,Mid,Taiwan
2022 Season World Championship/Main Event,CTBC Flying Oyster,4,Shunn,Bot,Taiwan
2022 Season World Championship/Main Event,CTBC Flying Oyster,5,Atlen,Bot,Taiwan
2022 Season World Championship/Main Event,CTBC Flying Oyster,6,Koala (Lin Chih-Chiang),Support,Taiwan
2022 Season World Championship/Main Event,CTBC Flying Oyster,7,Achie,Coach,Taiwan
2022 Season World Championship/Main Event,CTBC Flying Oyster,8,Bob (Chang Shao-Tzu),Coach,Taiwan
2022 Season World Championship/Main Event,DRX,1,Kingen,Top,South Korea
2022 Season World Championship/Main Event,DRX,2,Juhan,Jungle,South Korea
2022 Season World Championship/Main Event,DRX,3,Pyosik,Jungle,South Korea
2022 Season World Championship/Main Event,DRX,4,Zeka (Kim Geon-woo),Mid,South Korea
2022 Season World Championship/Main Event,DRX,5,Deft,Bot,South Korea
2022 Season World Championship/Main Event,DRX,6,BeryL,Support,South Korea
2022 Season World Championship/Main Event,DRX,7,Ssong,Coach,South Korea
2022 Season World Championship/Main Event,DRX,8,Mowgli,Coach,South Korea
2022 Season World Championship/Main Event,DWG KIA,1,Nuguri,Top,South Korea
2022 Season World Championship/Main Event,DWG KIA,2,Canyon,Jungle,South Korea
2022 Season World Championship/Main Event,DWG KIA,3,ShowMaker,Mid,South Korea
2022 Season World Championship/Main Event,DWG KIA,4,deokdam,Bot,South Korea
2022 Season World Championship/Main Event,DWG KIA,5,Kellin,Support,South Korea
2022 Season World Championship/Main Event,DWG KIA,6,Daeny,Coach,South Korea
2022 Season World Championship/Main Event,DWG KIA,7,Zefa,Coach,South Korea
2022 Season World Championship/Main Event,EDward Gaming,1,Flandre,Top,China
2022 Season World Championship/Main Event,EDward Gaming,2,JieJie,Jungle,China
2022 Season World Championship/Main Event,EDward Gaming,3,Scout,Mid,South Korea
2022 Season World Championship/Main Event,EDward Gaming,4,Viper (Park Do-hyeon),Bot,South Korea
2022 Season World Championship/Main Event,EDward Gaming,5,Meiko,Support,China
2022 Season World Championship/Main Event,EDward Gaming,6,Maokai (Yang Ji-Song),Coach,China
2022 Season World Championship/Main Event,EDward Gaming,7,Mni,Coach,China
2022 Season World Championship/Main Event,Evil Geniuses.NA,1,Impact,Top,South Korea
2022 Season World Championship/Main Event,Evil Geniuses.NA,2,Inspired,Jungle,Poland
2022 Season World Championship/Main Event,Evil Geniuses.NA,3,jojopyun,Mid,Canada
2022 Season World Championship/Main Event,Evil Geniuses.NA,4,Kaori,Bot,Turkey
2022 Season World Championship/Main Event,Evil Geniuses.NA,5,Vulcan (Philippe Laflamme),Support,Canada
2022 Season World Championship/Main Event,Evil Geniuses.NA,6,Rigby,Coach,South Korea
2022 Season World Championship/Main Event,Evil Geniuses.NA,7,Turtle (Gabriel Peixoto),Coach,Brazil
2022 Season World Championship/Main Event,Fnatic,1,Wunder,Top,Denmark
2022 Season World Championship/Main Event,Fnatic,2,Razork,Jungle,Spain
2022 Season World Championship/Main Event,Fnatic,3,Humanoid,Mid,Czech Republic
2022 Season World Championship/Main Event,Fnatic,4,Upset,Bot,Germany
2022 Season World Championship/Main Event,Fnatic,5,Hylissang,Support,Bulgaria
2022 Season World Championship/Main Event,Fnatic,6,YamatoCannon,Coach,Sweden
2022 Season World Championship/Main Event,Fnatic,7,Shaves,Coach,United Kingdom
2022 Season World Championship/Main Event,G2 Esports,1,BrokenBlade,Top,Germany
2022 Season World Championship/Main Event,G2 Esports,2,Jankos,Jungle,Poland
2022 Season World Championship/Main Event,G2 Esports,3,caPs,Mid,Denmark
2022 Season World Championship/Main Event,G2 Esports,4,Flakked,Bot,Spain
2022 Season World Championship/Main Event,G2 Esports,5,Targamas,Support,Belgium
2022 Season World Championship/Main Event,G2 Esports,6,Dylan Falco,Coach,Canada
2022 Season World Championship/Main Event,GAM Esports,1,Kiaya,Top,Vietnam
2022 Season World Championship/Main Event,GAM Esports,2,Levi,Jungle,Vietnam
2022 Season World Championship/Main Event,GAM Esports,3,Kati,Mid,Vietnam
2022 Season World Championship/Main Event,GAM Esports,4,Sty1e,Bot,Vietnam
2022 Season World Championship/Main Event,GAM Esports,5,Bie,Support,Vietnam
2022 Season World Championship/Main Event,GAM Esports,6,JackieWind,Coach,Vietnam
2022 Season World Championship/Main Event,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
2022 Season World Championship/Main Event,Gen.G,2,Peanut,Jungle,South Korea
2022 Season World Championship/Main Event,Gen.G,3,Chovy,Mid,South Korea
2022 Season World Championship/Main Event,Gen.G,4,Ruler,Bot,South Korea
2022 Season World Championship/Main Event,Gen.G,5,Lehends,Support,South Korea
2022 Season World Championship/Main Event,Gen.G,6,Score,Coach,South Korea
2022 Season World Championship/Main Event,Gen.G,7,Mafa,Coach,South Korea
2022 Season World Championship/Main Event,JD Gaming,1,369,Top,China
2022 Season World Championship/Main Event,JD Gaming,2,Kanavi,Jungle,South Korea
2022 Season World Championship/Main Event,JD Gaming,3,Yagao,Mid,China
2022 Season World Championship/Main Event,JD Gaming,4,Hope (Wang Jie),Bot,China
2022 Season World Championship/Main Event,JD Gaming,5,Missing,Support,China
2022 Season World Championship/Main Event,JD Gaming,6,Homme,Coach,South Korea
2022 Season World Championship/Main Event,JD Gaming,7,Vus5o,Coach,China
2022 Season World Championship/Main Event,Rogue (European Team),1,Odoamne,Top,Romania
2022 Season World Championship/Main Event,Rogue (European Team),2,Malrang,Jungle,South Korea
2022 Season World Championship/Main Event,Rogue (European Team),3,Larssen,Mid,Sweden
2022 Season World Championship/Main Event,Rogue (European Team),4,Comp,Bot,Greece
2022 Season World Championship/Main Event,Rogue (European Team),5,Trymbi,Support,Poland
2022 Season World Championship/Main Event,Rogue (European Team),6,fredy122,Coach,United Kingdom
2022 Season World Championship/Main Event,Rogue (European Team),7,Blumigan,Coach,Sweden
2022 Season World Championship/Main Event,Royal Never Give Up,1,Breathe,Top,China
2022 Season World Championship/Main Event,Royal Never Give Up,2,Wei (Yan Yang-Wei),Jungle,China
2022 Season World Championship/Main Event,Royal Never Give Up,3,Xiaohu,Mid,China
2022 Season World Championship/Main Event,Royal Never Give Up,4,GALA,Bot,China
2022 Season World Championship/Main Event,Royal Never Give Up,5,Ming (Shi Sen-Ming),Support,China
2022 Season World Championship/Main Event,Royal Never Give Up,6,KenZhu,Coach,China
2022 Season World Championship/Main Event,Royal Never Give Up,7,Tabe,Coach,Hong Kong
2022 Season World Championship/Main Event,T1,1,Zeus,Top,South Korea
2022 Season World Championship/Main Event,T1,2,Oner,Jungle,South Korea
2022 Season World Championship/Main Event,T1,3,Faker,Mid,South Korea
2022 Season World Championship/Main Event,T1,4,Gumayusi,Bot,South Korea
2022 Season World Championship/Main Event,T1,5,Keria,Support,South Korea
2022 Season World Championship/Main Event,T1,6,Bengi,Coach,South Korea
2022 Season World Championship/Main Event,T1,7,moment,Coach,South Korea
2022 Season World Championship/Main Event,Top Esports,1,Wayward,Top,China
2022 Season World Championship/Main Event,Top Esports,2,Tian,Jungle,China
2022 Season World Championship/Main Event,Top Esports,3,knight (Zhuo Ding),Mid,China
2022 Season World Championship/Main Event,Top Esports,4,JackeyLove,Bot,China
2022 Season World Championship/Main Event,Top Esports,5,Mark (Ling Xu),Support,China
2022 Season World Championship/Main Event,Top Esports,6,Crescent (Luo Sheng),Coach,China
2022 Season World Championship/Main Event,Top Esports,7,byg97,Coach,China
2022 Season World Championship/Play-In,Beyond Gaming,1,Likai,Top,Taiwan
2022 Season World Championship/Play-In,Beyond Gaming,2,Liang,Top,Taiwan
2022 Season World Championship/Play-In,Beyond Gaming,3,Husha,Jungle,Taiwan
2022 Season World Championship/Play-In,Beyond Gaming,4,Minji,Mid,Taiwan
2022 Season World Championship/Play-In,Beyond Gaming,5,Wako,Bot,Taiwan
2022 Season World Championship/Play-In,Beyond Gaming,6,Kino,Support,Taiwan
2022 Season World Championship/Play-In,Beyond Gaming,7,Benny (Lien Hsiu-Chi),Coach,Taiwan
2022 Season World Championship/Play-In,Beyond Gaming,8,Wulala,Coach,Taiwan
2022 Season World Championship/Play-In,Chiefs Esports Club,1,Topoon,Top,South Korea
2022 Season World Championship/Play-In,Chiefs Esports Club,2,Arthur (Park Mi-reu),Jungle,South Korea
2022 Season World Championship/Play-In,Chiefs Esports Club,3,Tally,Mid,Australia
2022 Season World Championship/Play-In,Chiefs Esports Club,4,Raes,Bot,New Zealand
2022 Season World Championship/Play-In,Chiefs Esports Club,5,Aladoric,Support,Australia
2022 Season World Championship/Play-In,Chiefs Esports Club,6,Babip,Coach,Australia
2022 Season World Championship/Play-In,Chiefs Esports Club,7,Aiden Hiko,Coach,Australia
2022 Season World Championship/Play-In,Chiefs Esports Club,8,Nick Bobir,Coach,Australia
2022 Season World Championship/Play-In,DetonatioN FocusMe,1,Evi,Top,Japan
2022 Season World Championship/Play-In,DetonatioN FocusMe,2,Steal (Mun Geon-yeong),Jungle,South Korea
2022 Season World Championship/Play-In,DetonatioN FocusMe,3,Yaharong,Mid,South Korea
2022 Season World Championship/Play-In,DetonatioN FocusMe,4,Yutapon,Bot,Japan
2022 Season World Championship/Play-In,DetonatioN FocusMe,5,Harp,Support,South Korea
2022 Season World Championship/Play-In,DetonatioN FocusMe,6,Kazu,Head Coach,Japan
2022 Season World Championship/Play-In,DRX,1,Kingen,Top,South Korea
2022 Season World Championship/Play-In,DRX,2,Pyosik,Jungle,South Korea
2022 Season World Championship/Play-In,DRX,3,Juhan,Jungle,South Korea
2022 Season World Championship/Play-In,DRX,4,Zeka (Kim Geon-woo),Mid,South Korea
2022 Season World Championship/Play-In,DRX,5,Deft,Bot,South Korea
2022 Season World Championship/Play-In,DRX,6,BeryL,Support,South Korea
2022 Season World Championship/Play-In,DRX,7,Ssong,Coach,South Korea
2022 Season World Championship/Play-In,DRX,8,Mowgli,Coach,South Korea
2022 Season World Championship/Play-In,Evil Geniuses.NA,1,Impact,Top,South Korea
2022 Season World Championship/Play-In,Evil Geniuses.NA,2,Inspired,Jungle,Poland
2022 Season World Championship/Play-In,Evil Geniuses.NA,3,jojopyun,Mid,Canada
2022 Season World Championship/Play-In,Evil Geniuses.NA,4,Kaori,Bot,Turkey
2022 Season World Championship/Play-In,Evil Geniuses.NA,5,Vulcan (Philippe Laflamme),Support,Canada
2022 Season World Championship/Play-In,Evil Geniuses.NA,6,Rigby,Coach,South Korea
2022 Season World Championship/Play-In,Fnatic,1,Wunder,Top,Denmark
2022 Season World Championship/Play-In,Fnatic,2,Razork,Jungle,Spain
2022 Season World Championship/Play-In,Fnatic,3,Humanoid,Mid,Czech Republic
2022 Season World Championship/Play-In,Fnatic,4,Upset,Bot,Germany
2022 Season World Championship/Play-In,Fnatic,5,Rhuckz,Support,Portugal
2022 Season World Championship/Play-In,Fnatic,6,Hylissang,Support,Bulgaria
2022 Season World Championship/Play-In,Fnatic,7,YamatoCannon,Coach,Sweden
2022 Season World Championship/Play-In,Istanbul Wildcats,1,StarScreen,Top,Turkey
2022 Season World Championship/Play-In,Istanbul Wildcats,2,Ferret,Jungle,Turkey
2022 Season World Championship/Play-In,Istanbul Wildcats,3,Serin,Mid,Turkey
2022 Season World Championship/Play-In,Istanbul Wildcats,4,HolyPhoenix,Bot,Turkey
2022 Season World Championship/Play-In,Istanbul Wildcats,5,Farfetch,Support,Turkey
2022 Season World Championship/Play-In,Istanbul Wildcats,6,TheQep,Coach,Turkey
2022 Season World Championship/Play-In,Isurus,1,ADD,Top,South Korea
2022 Season World Championship/Play-In,Isurus,2,Grell,Jungle,Mexico
2022 Season World Championship/Play-In,Isurus,3,seiya,Mid,Mexico
2022 Season World Championship/Play-In,Isurus,4,Gavotto,Bot,Mexico
2022 Season World Championship/Play-In,Isurus,5,Jelly (Son Ho-gyeong),Support,South Korea
2022 Season World Championship/Play-In,Isurus,6,Ukkyr,Coach,Argentina
2022 Season World Championship/Play-In,Isurus,7,NuNuzera,Coach,Portugal
2022 Season World Championship/Play-In,LOUD,1,Robo,Top,Brazil
2022 Season World Championship/Play-In,LOUD,2,Croc,Jungle,South Korea
2022 Season World Championship/Play-In,LOUD,3,tinowns,Mid,Brazil
2022 Season World Championship/Play-In,LOUD,4,Brance,Bot,Brazil
2022 Season World Championship/Play-In,LOUD,5,Ceos,Support,Brazil
2022 Season World Championship/Play-In,LOUD,6,Von (Gabriel Barbosa),Coach,Brazil
2022 Season World Championship/Play-In,LOUD,7,BeellzY,Coach,Brazil
2022 Season World Championship/Play-In,MAD Lions,1,Armut,Top,Turkey
2022 Season World Championship/Play-In,MAD Lions,2,Elyoya,Jungle,Spain
2022 Season World Championship/Play-In,MAD Lions,3,Nisqy,Mid,Belgium
2022 Season World Championship/Play-In,MAD Lions,4,UNF0RGIVEN,Bot,Sweden
2022 Season World Championship/Play-In,MAD Lions,5,Kaiser,Support,Germany
2022 Season World Championship/Play-In,MAD Lions,6,Mac,Coach,United Kingdom
2022 Season World Championship/Play-In,MAD Lions,7,Kaas,Coach,Belgium
2022 Season World Championship/Play-In,Royal Never Give Up,1,Breathe,Top,China
2022 Season World Championship/Play-In,Royal Never Give Up,2,Wei (Yan Yang-Wei),Jungle,China
2022 Season World Championship/Play-In,Royal Never Give Up,3,Xiaohu,Mid,China
2022 Season World Championship/Play-In,Royal Never Give Up,4,GALA,Bot,China
2022 Season World Championship/Play-In,Royal Never Give Up,5,Ming (Shi Sen-Ming),Support,China
2022 Season World Championship/Play-In,Royal Never Give Up,6,KenZhu,Coach,China
2022 Season World Championship/Play-In,Royal Never Give Up,7,Tabe,Coach,Hong Kong
2022 Season World Championship/Play-In,Saigon Buffalo,1,Hasmed,Top,Vietnam
2022 Season World Championship/Play-In,Saigon Buffalo,2,BeanJ,Jungle,Vietnam
2022 Season World Championship/Play-In,Saigon Buffalo,3,Froggy,Mid,Vietnam
2022 Season World Championship/Play-In,Saigon Buffalo,4,Shogun (Nguyễn Văn Huy),Bot,Vietnam
2022 Season World Championship/Play-In,Saigon Buffalo,5,Taki (Đinh Anh Tài),Support,Vietnam
2022 Season World Championship/Play-In,Saigon Buffalo,6,Ren,Coach,Vietnam
2023 Season World Championship/Main Event,Bilibili Gaming,1,Bin (Chen Ze-Bin),Top,China
2023 Season World Championship/Main Event,Bilibili Gaming,2,XUN,Jungle,China
2023 Season World Championship/Main Event,Bilibili Gaming,3,Yagao,Mid,China
2023 Season World Championship/Main Event,Bilibili Gaming,4,Elk,Bot,China
2023 Season World Championship/Main Event,Bilibili Gaming,5,ON,Support,China
2023 Season World Championship/Main Event,Bilibili Gaming,6,Tabe,Coach,Hong Kong
2023 Season World Championship/Main Event,Bilibili Gaming,7,BigWei,Coach,Taiwan
2023 Season World Championship/Main Event,Cloud9,1,Fudge,Top,Australia
2023 Season World Championship/Main Event,Cloud9,2,Blaber,Jungle,United States
2023 Season World Championship/Main Event,Cloud9,3,EMENES,Mid,South Korea
2023 Season World Championship/Main Event,Cloud9,4,Berserker (Kim Min-cheol),Bot,South Korea
2023 Season World Championship/Main Event,Cloud9,5,Zven,Support,Denmark
2023 Season World Championship/Main Event,Cloud9,6,Mithy,Coach,Spain
2023 Season World Championship/Main Event,Cloud9,7,Duffman,Coach,United Kingdom
2023 Season World Championship/Main Event,Dplus Kia,1,Canna,Top,South Korea
2023 Season World Championship/Main Event,Dplus Kia,2,Canyon,Jungle,South Korea
2023 Season World Championship/Main Event,Dplus Kia,3,ShowMaker,Mid,South Korea
2023 Season World Championship/Main Event,Dplus Kia,4,Deft,Bot,South Korea
2023 Season World Championship/Main Event,Dplus Kia,5,Kellin,Support,South Korea
2023 Season World Championship/Main Event,Dplus Kia,6,Acorn,Coach,South Korea
2023 Season World Championship/Main Event,Dplus Kia,7,Bubbling,Coach,South Korea
2023 Season World Championship/Main Event,Fnatic,1,Oscarinin,Top,Spain
2023 Season World Championship/Main Event,Fnatic,2,Razork,Jungle,Spain
2023 Season World Championship/Main Event,Fnatic,3,Humanoid,Mid,Czech Republic
2023 Season World Championship/Main Event,Fnatic,4,Noah (Oh Hyeon-taek),Bot,South Korea
2023 Season World Championship/Main Event,Fnatic,5,Trymbi,Support,Poland
2023 Season World Championship/Main Event,Fnatic,6,Nightshare,Coach,Czech Republic
2023 Season World Championship/Main Event,Fnatic,7,Hiiva,Coach,Finland
2023 Season World Championship/Main Event,G2 Esports,1,BrokenBlade,Top,Germany
2023 Season World Championship/Main Event,G2 Esports,2,Yike,Jungle,Sweden
2023 Season World Championship/Main Event,G2 Esports,3,Caps,Mid,Denmark
2023 Season World Championship/Main Event,G2 Esports,4,Hans Sama,Bot,France
2023 Season World Championship/Main Event,G2 Esports,5,Mikyx,Support,Slovenia
2023 Season World Championship/Main Event,G2 Esports,6,Dylan Falco,Coach,Canada
2023 Season World Championship/Main Event,GAM Esports,1,Kiaya,Top,Vietnam
2023 Season World Championship/Main Event,GAM Esports,2,Levi,Jungle,Vietnam
2023 Season World Championship/Main Event,GAM Esports,3,Kati,Mid,Vietnam
2023 Season World Championship/Main Event,GAM Esports,4,Slayder,Bot,Vietnam
2023 Season World Championship/Main Event,GAM Esports,5,Palette,Support,Vietnam
2023 Season World Championship/Main Event,GAM Esports,6,Hankay,Coach,Vietnam
2023 Season World Championship/Main Event,GAM Esports,7,Rei,Coach,Vietnam
2023 Season World Championship/Main Event,Gen.G,1,Doran (Choi Hyeon-joon),Top,South Korea
2023 Season World Championship/Main Event,Gen.G,2,Peanut,Jungle,South Korea
2023 Season World Championship/Main Event,Gen.G,3,Chovy,Mid,South Korea
2023 Season World Championship/Main Event,Gen.G,4,Peyz,Bot,South Korea
2023 Season World Championship/Main Event,Gen.G,5,Delight,Support,South Korea
2023 Season World Championship/Main Event,Gen.G,6,Score,Coach,South Korea
2023 Season World Championship/Main Event,Gen.G,7,Mafa,Coach,South Korea
2023 Season World Championship/Main Event,JD Gaming,1,369,Top,China
2023 Season World Championship/Main Event,JD Gaming,2,Kanavi,Jungle,South Korea
2023 Season World Championship/Main Event,JD Gaming,3,knight (Zhuo Ding),Mid,China
2023 Season World Championship/Main Event,JD Gaming,4,Ruler,Bot,South Korea
2023 Season World Championship/Main Event,JD Gaming,5,MISSING,Support,China
2023 Season World Championship/Main Event,JD Gaming,6,Homme,Coach,South Korea
2023 Season World Championship/Main Event,JD Gaming,7,Viod (Lu Fan),Coach,China
2023 Season World Championship/Main Event,KT Rolster,1,Kiin,Top,South Korea
2023 Season World Championship/Main Event,KT Rolster,2,Cuzz,Jungle,South Korea
2023 Season World Championship/Main Event,KT Rolster,3,Bdd,Mid,South Korea
2023 Season World Championship/Main Event,KT Rolster,4,Aiming,Bot,South Korea
2023 Season World Championship/Main Event,KT Rolster,5,Lehends,Support,South Korea
2023 Season World Championship/Main Event,KT Rolster,6,Hirai,Coach,South Korea
2023 Season World Championship/Main Event,KT Rolster,7,RapidStar,Coach,South Korea
