OverviewPage,Team1,Team2,WinTeam,LossTeam,DateTime UTC,GameId,MatchId,N GameInMatch,Gamename,Team1Score,Team2Score,Winner,Gamelength,Gamelength Number,Team1Bans,Team2Bans,Team1Picks,Team2Picks,Team1Clouds,Team1Infernals,Team1Mountains,Team1Oceans,Team1Hextechs,Team1Chemtechs,Team1Elders,Team2Clouds,Team2Infernals,Team2Mountains,Team2Oceans,Team2Hextechs,Team2Chemtechs,Team2Elders,DateTime UTC__precision
2024 Season World Championship/Main Event,Fnatic,GAM Esports,Fnatic,GAM Esports,2024-10-04 18:04:00,2024 Season World Championship/Main Event_Round 2_7_1,2024 Season World Championship/Main Event_Round 2_7,1,Game 1,1,0,1,33:07,33.116666666667,"Shyvana,Rumble,Aurora,Ezreal,Jhin","Skarner,Lucian,Ivern,K'Sante,Poppy","Gnar,Jarvan IV,Yone,Ziggs,Leona","Jax,Zyra,Smolder,Kai'Sa,Rell",1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
2024 Season World Championship/Main Event,Fnatic,Weibo Gaming,Fnatic,Weibo Gaming,2024-10-12 12:11:00,2024 Season World Championship/Main Event_Round 4_5_1,2024 Season World Championship/Main Event_Round 4_5,1,Game 1,1,0,1,36:03,36.05,"Poppy,Kalista,Aurora,Ashe,Ezreal","Ivern,Orianna,Yone,Ziggs,Kai'Sa","Jax,Skarner,Syndra,Varus,Rell","Renekton,Nidalee,Lucian,Miss Fortune,Leona",0,0,0,3,0,0,0,1,0,1,0,0,0,0,0
2024 Season World Championship/Main Event,G2 Esports,Bilibili Gaming,Bilibili Gaming,G2 Esports,2024-10-13 15:06:00,2024 Season World Championship/Main Event_Round 5_2_1,2024 Season World Championship/Main Event_Round 5_2,1,Game 1,0,1,2,34:58,34.966666666667,"Ahri,Ashe,Neeko,Xayah,Ezreal","Yone,Aurora,Kalista,Draven,Poppy","Gnar,Nocturne,Orianna,Miss Fortune,Rell","Jax,Skarner,LeBlanc,Kai'Sa,Alistar",0,0,1,0,0,1,0,0,1,0,0,0,2,0,0
2024 Season World Championship/Main Event,G2 Esports,Bilibili Gaming,G2 Esports,Bilibili Gaming,2024-10-13 16:00:00,2024 Season World Championship/Main Event_Round 5_2_2,2024 Season World Championship/Main Event_Round 5_2,2,Game 2,1,1,1,29:56,29.933333333333,"Ahri,Jax,Ashe,Poppy,Kai'Sa","Yone,Aurora,Kalista,Draven,Varus","Yasuo,Skarner,Sylas,Ezreal,Rakan","Gnar,Xin Zhao,Neeko,Xayah,Renata Glasc",0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
2024 Season World Championship/Main Event,G2 Esports,Hanwha Life Esports,Hanwha Life Esports,G2 Esports,2024-10-04 14:03:00,2024 Season World Championship/Main Event_Round 2_3_1,2024 Season World Championship/Main Event_Round 2_3,1,Game 1,0,1,2,45:41,45.683333333333,"Akali,Vi,Gnar,Ziggs,Renata Glasc","Brand,Zyra,Aurora,Jhin,Kalista","Poppy,Lillia,Yone,Varus,Rell","Jax,Sejuani,Smolder,Ashe,Braum",0,2,0,0,1,0,0,0,3,1,0,0,0,0,0
2024 Season World Championship/Main Event,G2 Esports,paiN Gaming,G2 Esports,paiN Gaming,2024-10-03 19:26:00,2024 Season World Championship/Main Event_Round 1_8_1,2024 Season World Championship/Main Event_Round 1_8,1,Game 1,1,0,1,33:28,33.466666666667,"Jax,Lucian,Akali,Ashe,Kalista","Poppy,Orianna,Sejuani,Renekton,Draven","Yasuo,Brand,Yone,Jhin,Rell","Aurora,Maokai,Smolder,Xayah,Rakan",0,0,0,3,0,0,0,1,1,0,0,0,0,0,0
2024 Season World Championship/Main Event,G2 Esports,T1,T1,G2 Esports,2024-10-11 12:12:00,2024 Season World Championship/Main Event_Round 4_3_1,2024 Season World Championship/Main Event_Round 4_3,1,Game 1,0,1,2,28:09,28.15,"Renata Glasc,Kalista,Braum,Xayah,Tahm Kench","Yone,Aurora,Brand,Rell,Kai'Sa","Jax,Nocturne,Orianna,Draven,Nautilus","Gragas,Skarner,Ahri,Jhin,Leona",0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
2024 Season World Championship/Main Event,G2 Esports,T1,T1,G2 Esports,2024-10-11 12:58:00,2024 Season World Championship/Main Event_Round 4_3_2,2024 Season World Championship/Main Event_Round 4_3,2,Game 2,0,2,2,41:44,41.733333333333,"Renata Glasc,Kalista,Skarner,Braum,Xayah","Yone,Aurora,Brand,Poppy,Rell","Gnar,Nocturne,Orianna,Kai'Sa,Nautilus","Jax,Vi,Ahri,Jhin,Leona",0,0,0,0,0,1,0,0,0,3,0,1,0,1,0
2024 Season World Championship/Main Event,G2 Esports,Weibo Gaming,G2 Esports,Weibo Gaming,2024-10-06 15:07:00,2024 Season World Championship/Main Event_Round 3_6_1,2024 Season World Championship/Main Event_Round 3_6,1,Game 1,1,0,1,35:38,35.633333333333,"Ashe,Poppy,Nidalee,Skarner,Lucian","Brand,Yone,Aurora,Yasuo,Vi","Galio,Nocturne,Orianna,Kalista,Rell","Rumble,Maokai,Tristana,Jhin,Leona",3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2024 Season World Championship/Main Event,GAM Esports,FlyQuest,FlyQuest,GAM Esports,2024-10-03 18:35:00,2024 Season World Championship/Main Event_Round 1_7_1,2024 Season World Championship/Main Event_Round 1_7,1,Game 1,0,1,2,27:41,27.683333333333,"Skarner,Ashe,Renekton,Jax,K'Sante","Aurora,Shyvana,Ziggs,Ahri,Rumble","Gnar,Vi,Akali,Jhin,Poppy","Sion,Ivern,Orianna,Kalista,Leona",0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
2024 Season World Championship/Main Event,GAM Esports,MAD Lions KOI,GAM Esports,MAD Lions KOI,2024-10-07 12:49:00,2024 Season World Championship/Main Event_Round 3_7_2,2024 Season World Championship/Main Event_Round 3_7,2,Game 2,1,1,1,42:06,42.1,"Skarner,Nidalee,Ziggs,Kalista,Jhin","Shyvana,Aurora,Poppy,Ezreal,Ashe","Kennen,Wukong,Yone,Miss Fortune,Rell","Rumble,Vi,Ahri,Xayah,Rakan",3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2024 Season World Championship/Main Event,GAM Esports,Team Liquid,Team Liquid,GAM Esports,2024-10-12 16:23:00,2024 Season World Championship/Main Event_Round 4_6_3,2024 Season World Championship/Main Event_Round 4_6,3,Game 3,1,2,2,28:35,28.583333333333,"Skarner,Ziggs,Kai'Sa,Kalista,Lucian","Shyvana,Aurora,Yone,Xayah,Miss Fortune","Jax,Wukong,Akali,Jhin,Poppy","K'Sante,Nocturne,Neeko,Ezreal,Rakan",0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
2024 Season World Championship/Main Event,Gen.G,FlyQuest,FlyQuest,Gen.G,2024-10-20 12:16:00,2024 Season World Championship/Main Event_Quarterfinals_4_1,2024 Season World Championship/Main Event_Quarterfinals_4,1,Game 1,0,1,2,31:49,31.816666666667,"Ivern,Renekton,Orianna,Cassiopeia,Amumu","Aurora,Yone,Ezreal,Rell,Rakan","Rumble,Skarner,Ahri,Jinx,Leona","Galio,Xin Zhao,Seraphine,Ashe,Alistar",0,0,1,0,0,0,0,0,1,2,0,0,1,0,0
2024 Season World Championship/Main Event,Gen.G,FlyQuest,Gen.G,FlyQuest,2024-10-20 13:09:00,2024 Season World Championship/Main Event_Quarterfinals_4_2,2024 Season World Championship/Main Event_Quarterfinals_4,2,Game 2,1,1,1,26:35,26.583333333333,"Seraphine,Ivern,Skarner,Xin Zhao,Vi","Aurora,Yone,Nocturne,Tristana,Rell","Jax,Nidalee,Kassadin,Ashe,Nautilus","Renekton,Nunu & Willump,Orianna,Ezreal,Rakan",0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
2024 Season World Championship/Main Event,Gen.G,FlyQuest,Gen.G,FlyQuest,2024-10-20 15:07:00,2024 Season World Championship/Main Event_Quarterfinals_4_4,2024 Season World Championship/Main Event_Quarterfinals_4,4,Game 4,2,2,1,29:13,29.216666666667,"Seraphine,Ivern,Skarner,Xin Zhao,Vi","Aurora,Yone,Jax,Rell,Nautilus","K'Sante,Nidalee,Tristana,Ashe,Maokai","Renekton,Sejuani,Orianna,Ezreal,Rakan",0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
2024 Season World Championship/Main Event,Gen.G,Hanwha Life Esports,Gen.G,Hanwha Life Esports,2024-10-05 15:05:00,2024 Season World Championship/Main Event_Round 3_2_2,2024 Season World Championship/Main Event_Round 3_2,2,Game 2,1,1,1,36:53,36.883333333333,"Jax,Smolder,Maokai,Ezreal,Kai'Sa","Nidalee,Ziggs,Yone,Renata Glasc,Xayah","Aurora,Nocturne,Ahri,Kalista,Leona","Rumble,Vi,Akali,Jhin,Rell",0,2,0,1,0,1,0,0,1,0,0,0,0,0,0
2024 Season World Championship/Main Event,Gen.G,T1,Gen.G,T1,2024-10-27 14:07:00,2024 Season World Championship/Main Event_Semifinals_2_2,2024 Season World Championship/Main Event_Semifinals_2,2,Game 2,1,1,1,27:43,27.716666666667,"Kalista,Xayah,Ashe,Galio,Orianna","Yone,Smolder,Aurora,Lulu,Renata Glasc","Jax,Skarner,Ahri,Kai'Sa,Rell","Maokai,Kindred,Sylas,Caitlyn,Braum",0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
2024 Season World Championship/Main Event,Gen.G,T1,T1,Gen.G,2024-10-27 15:45:00,2024 Season World Championship/Main Event_Semifinals_2_4,2024 Season World Championship/Main Event_Semifinals_2,4,Game 4,1,3,2,33:31,33.516666666667,"Kalista,Xayah,Sylas,Bard,Orianna","Yone,Smolder,Aurora,K'Sante,Braum","Poppy,Nidalee,Tristana,Ashe,Maokai","Jax,Skarner,Ahri,Varus,Pyke",0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
2024 Season World Championship/Main Event,Gen.G,Top Esports,Gen.G,Top Esports,2024-10-04 13:06:00,2024 Season World Championship/Main Event_Round 2_2_1,2024 Season World Championship/Main Event_Round 2_2,1,Game 1,1,0,1,33:41,33.683333333333,"Ivern,Ashe,Renekton,Nocturne,Skarner","Aurora,Ziggs,Smolder,Kalista,Ezreal","Gnar,Maokai,Yone,Kai'Sa,Leona","Rumble,Sejuani,Lucian,Jhin,Rell",0,0,3,0,0,0,0,1,0,0,0,0,1,0,0
2024 Season World Championship/Main Event,Gen.G,Weibo Gaming,Gen.G,Weibo Gaming,2024-10-03 14:28:00,2024 Season World Championship/Main Event_Round 1_3_1,2024 Season World Championship/Main Event_Round 1_3,1,Game 1,1,0,1,45:13,45.216666666667,"Orianna,Renekton,Ashe,Nami,Nidalee","Ziggs,Aurora,Yone,Blitzcrank,Jhin","Rumble,Maokai,Smolder,Kalista,Renata Glasc","Jax,Ivern,Lucian,Jinx,Poppy",0,2,1,0,0,1,1,0,2,0,0,0,0,0,0
2024 Season World Championship/Main Event,Hanwha Life Esports,Bilibili Gaming,Bilibili Gaming,Hanwha Life Esports,2024-10-18 13:56:00,2024 Season World Championship/Main Event_Quarterfinals_2_3,2024 Season World Championship/Main Event_Quarterfinals_2,3,Game 3,1,2,2,36:59,36.983333333333,"Kalista,Skarner,Vi,Sejuani,Renata Glasc","Aurora,Yone,Ezreal,Kai'Sa,Twitch","Jax,Nocturne,Ahri,Zeri,Rell","Gnar,Wukong,Sylas,Ashe,Rakan",1,0,1,0,0,0,0,0,0,2,1,0,0,0,0
2024 Season World Championship/Main Event,Hanwha Life Esports,Bilibili Gaming,Bilibili Gaming,Hanwha Life Esports,2024-10-18 14:54:00,2024 Season World Championship/Main Event_Quarterfinals_2_4,2024 Season World Championship/Main Event_Quarterfinals_2,4,Game 4,1,3,2,40:08,40.133333333333,"Kalista,Skarner,Ashe,Wukong,Vi","Aurora,Yone,Sejuani,Ezreal,Xayah","Gnar,Poppy,Sylas,Miss Fortune,Rell","Jax,Kindred,Galio,Kai'Sa,Rakan",0,0,1,0,0,0,0,1,1,2,0,0,0,0,0
2024 Season World Championship/Main Event,Hanwha Life Esports,Bilibili Gaming,Hanwha Life Esports,Bilibili Gaming,2024-10-18 12:15:00,2024 Season World Championship/Main Event_Quarterfinals_2_1,2024 Season World Championship/Main Event_Quarterfinals_2,1,Game 1,1,0,1,34:52,34.866666666667,"Kalista,Renekton,Skarner,Kai'Sa,Ashe","Aurora,Yone,Jax,Xayah,Sejuani","Gnar,Poppy,Sylas,Ezreal,Alistar","Rumble,Vi,Ahri,Miss Fortune,Rell",0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
2024 Season World Championship/Main Event,Hanwha Life Esports,FlyQuest,FlyQuest,Hanwha Life Esports,2024-10-10 15:02:00,2024 Season World Championship/Main Event_Round 4_2_2,2024 Season World Championship/Main Event_Round 4_2,2,Game 2,1,1,2,37:44,37.733333333333,"Ivern,Cassiopeia,Orianna,Amumu,Sejuani","Aurora,Yone,Ashe,Braum,Smolder","Renekton,Zyra,Yasuo,Ezreal,Poppy","Olaf,Nunu & Willump,Hwei,Kalista,Leona",1,0,0,0,0,0,0,2,0,1,0,0,1,1,0
2024 Season World Championship/Main Event,Hanwha Life Esports,FlyQuest,Hanwha Life Esports,FlyQuest,2024-10-10 14:09:00,2024 Season World Championship/Main Event_Round 4_2_1,2024 Season World Championship/Main Event_Round 4_2,1,Game 1,1,0,1,33:26,33.433333333333,"Orianna,Ivern,Renekton,Leona,Poppy","Aurora,Ziggs,Ashe,Rakan,Alistar","Jax,Sejuani,Yone,Kai'Sa,Rell","Urgot,Amumu,Cassiopeia,Kalista,Renata Glasc",0,1,0,0,2,0,0,0,0,1,0,1,0,0,0
2024 Season World Championship/Main Event,Hanwha Life Esports,FlyQuest,Hanwha Life Esports,FlyQuest,2024-10-10 15:59:00,2024 Season World Championship/Main Event_Round 4_2_3,2024 Season World Championship/Main Event_Round 4_2,3,Game 3,2,1,1,30:40,30.666666666667,"Ivern,Renekton,Kalista,Olaf,Leona","Aurora,Yone,Jax,Rakan,Alistar","Gnar,Skarner,Sylas,Xayah,Poppy","Sion,Vi,Cassiopeia,Kai'Sa,Rell",1,0,0,0,0,3,0,0,0,0,0,1,0,0,0
2024 Season World Championship/Main Event,Hanwha Life Esports,Gen.G,Gen.G,Hanwha Life Esports,2024-10-05 16:00:00,2024 Season World Championship/Main Event_Round 3_2_3,2024 Season World Championship/Main Event_Round 3_2,3,Game 3,1,2,2,33:11,33.183333333333,"Skarner,Nidalee,Ziggs,Kalista,Ashe","Jax,Yone,Maokai,Ezreal,Kai'Sa","Gnar,Sejuani,Smolder,Varus,Renata Glasc","Aurora,Nocturne,Ahri,Twitch,Leona",0,1,0,0,0,0,0,1,2,0,1,0,0,0,0
2024 Season World Championship/Main Event,Hanwha Life Esports,Gen.G,Hanwha Life Esports,Gen.G,2024-10-05 14:15:00,2024 Season World Championship/Main Event_Round 3_2_1,2024 Season World Championship/Main Event_Round 3_2,1,Game 1,1,0,1,30:25,30.416666666667,"Nidalee,Ziggs,Skarner,Kalista,Ashe","Jax,Maokai,Smolder,Ezreal,Jhin","Gnar,Sejuani,Yone,Kai'Sa,Rell","Aurora,Nocturne,Ahri,Varus,Renata Glasc",0,2,0,0,0,0,0,0,1,1,1,0,0,0,0
2024 Season World Championship/Main Event,Hanwha Life Esports,PSG Talon,Hanwha Life Esports,PSG Talon,2024-10-03 17:40:00,2024 Season World Championship/Main Event_Round 1_6_1,2024 Season World Championship/Main Event_Round 1_6,1,Game 1,1,0,1,28:55,28.916666666667,"Skarner,Aurora,LeBlanc,Jhin,Nautilus","Poppy,Ziggs,Vi,Ashe,Ezreal","Gnar,Maokai,Yone,Xayah,Rakan","Jax,Sejuani,Akali,Kai'Sa,Alistar",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2024 Season World Championship/Main Event,LNG Esports,Weibo Gaming,LNG Esports,Weibo Gaming,2024-10-17 13:12:00,2024 Season World Championship/Main Event_Quarterfinals_1_2,2024 Season World Championship/Main Event_Quarterfinals_1,2,Game 2,1,1,1,43:25,43.416666666667,"Kalista,Skarner,Renekton,Braum,Poppy","Rumble,Neeko,Ziggs,Kai'Sa,Rakan","Jax,Sejuani,Yone,Ezreal,Leona","K'Sante,Amumu,Aurora,Ashe,Renata Glasc",0,0,3,1,0,0,0,0,0,1,0,0,1,0,0
2024 Season World Championship/Main Event,LNG Esports,Weibo Gaming,Weibo Gaming,LNG Esports,2024-10-17 15:13:00,2024 Season World Championship/Main Event_Quarterfinals_1_4,2024 Season World Championship/Main Event_Quarterfinals_1,4,Game 4,1,3,2,30:37,30.616666666667,"Kalista,Skarner,Gnar,Braum,Leona","Rumble,Sylas,Ziggs,Kai'Sa,Ashe","Renekton,Sejuani,Yone,Jhin,Nautilus","Jax,Maokai,Aurora,Ezreal,Rakan",1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2024 Season World Championship/Main Event,MAD Lions KOI,GAM Esports,GAM Esports,MAD Lions KOI,2024-10-07 13:56:00,2024 Season World Championship/Main Event_Round 3_7_3,2024 Season World Championship/Main Event_Round 3_7,3,Game 3,1,2,2,26:43,26.716666666667,"Shyvana,Poppy,Wukong,Rell,Miss Fortune","Skarner,Nidalee,Ziggs,Ashe,Ezreal","Gnar,Sejuani,Yone,Kai'Sa,Nautilus","Aurora,Nocturne,Ahri,Kalista,Braum",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2024 Season World Championship/Main Event,MAD Lions KOI,GAM Esports,MAD Lions KOI,GAM Esports,2024-10-07 12:11:00,2024 Season World Championship/Main Event_Round 3_7_1,2024 Season World Championship/Main Event_Round 3_7,1,Game 1,1,0,1,20:59,20.983333333333,"Shyvana,Rumble,Poppy,Jax,Rell","Skarner,Nidalee,Aurora,Alistar,Leona","Gnar,Maokai,Yone,Ziggs,Nautilus","Smolder,Wukong,Akali,Kai'Sa,Rakan",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2024 Season World Championship/Main Event,paiN Gaming,Team Liquid,Team Liquid,paiN Gaming,2024-10-07 15:44:00,2024 Season World Championship/Main Event_Round 3_8_2,2024 Season World Championship/Main Event_Round 3_8,2,Game 2,0,2,2,29:26,29.433333333333,"Ziggs,Jax,Kai'Sa,Kalista,Poppy","Yone,Lucian,Aurora,Ashe,Xayah","Renekton,Nocturne,Orianna,Jhin,Rell","Gnar,Skarner,Neeko,Ezreal,Leona",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
2024 Season World Championship/Main Event,PSG Talon,Bilibili Gaming,Bilibili Gaming,PSG Talon,2024-10-11 14:59:00,2024 Season World Championship/Main Event_Round 4_4_2,2024 Season World Championship/Main Event_Round 4_4,2,Game 2,0,2,2,28:09,28.15,"Gnar,Ahri,Neeko,Syndra,Tristana","Rumble,Yone,Aurora,Ashe,Renata Glasc","Poppy,Skarner,Smolder,Xayah,Rakan","Jax,Sejuani,Jayce,Kai'Sa,Nautilus",0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
2024 Season World Championship/Main Event,PSG Talon,MAD Lions KOI,PSG Talon,MAD Lions KOI,2024-10-04 19:03:00,2024 Season World Championship/Main Event_Round 2_8_1,2024 Season World Championship/Main Event_Round 2_8,1,Game 1,1,0,1,31:57,31.95,"Nidalee,K'Sante,Jarvan IV,Renekton,Gnar","Aurora,Skarner,Sejuani,Jhin,Ezreal","Rumble,Maokai,Yone,Kai'Sa,Rell","Galio,Vi,Smolder,Ziggs,Alistar",0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
2024 Season World Championship/Main Event,T1,Bilibili Gaming,Bilibili Gaming,T1,2024-11-02 14:35:00,2024 Season World Championship/Main Event_Finals_1_1,2024 Season World Championship/Main Event_Finals_1,1,Game 1,0,1,2,27:09,27.15,"Jax,Kai'Sa,Kalista,Renata Glasc,Rakan","Aurora,Vi,Varus,Ziggs,Jhin","Gnar,Sejuani,Yone,Caitlyn,Braum","Rumble,Skarner,Sylas,Ashe,Rell",0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
2024 Season World Championship/Main Event,T1,Bilibili Gaming,T1,Bilibili Gaming,2024-11-02 15:28:00,2024 Season World Championship/Main Event_Finals_1_2,2024 Season World Championship/Main Event_Finals_1,2,Game 2,1,1,1,27:25,27.416666666667,"Jax,Yone,Varus,Kindred,Wukong","Aurora,Skarner,Vi,Gnar,Sejuani","Ornn,Nocturne,Sylas,Kalista,Renata Glasc","Rumble,Xin Zhao,Galio,Ashe,Rakan",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2024 Season World Championship/Main Event,T1,Bilibili Gaming,T1,Bilibili Gaming,2024-11-02 17:01:00,2024 Season World Championship/Main Event_Finals_1_4,2024 Season World Championship/Main Event_Finals_1,4,Game 4,2,2,1,31:42,31.7,"Jax,Yone,Varus,Blitzcrank,Xin Zhao","Aurora,Skarner,Kalista,Vi,Nocturne","Rumble,Poppy,Sylas,Ashe,Renata Glasc","Gnar,Sejuani,Smolder,Ziggs,Rakan",0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
2024 Season World Championship/Main Event,T1,Gen.G,T1,Gen.G,2024-10-27 13:18:00,2024 Season World Championship/Main Event_Semifinals_2_1,2024 Season World Championship/Main Event_Semifinals_2,1,Game 1,1,0,1,30:02,30.033333333333,"Nidalee,Smolder,Jax,Blitzcrank,Ezreal","Aurora,Kalista,Xayah,Sejuani,Rumble","Gragas,Vi,Yone,Ashe,Renata Glasc","Renekton,Skarner,Sylas,Ziggs,Leona",1,0,1,0,0,0,0,2,0,0,0,1,0,0,0
2024 Season World Championship/Main Event,T1,Gen.G,T1,Gen.G,2024-10-27 14:54:00,2024 Season World Championship/Main Event_Semifinals_2_3,2024 Season World Championship/Main Event_Semifinals_2,3,Game 3,2,1,1,31:45,31.75,"Nidalee,Smolder,Yone,Kai'Sa,Twitch","Xayah,Kalista,Aurora,Kindred,Sylas","Gragas,Vi,Akali,Ashe,Renata Glasc","Jax,Nocturne,Ahri,Ezreal,Rell",0,0,0,0,3,0,0,0,1,0,1,0,0,0,0
2024 Season World Championship/Main Event,T1,paiN Gaming,T1,paiN Gaming,2024-10-04 16:21:00,2024 Season World Championship/Main Event_Round 2_5_1,2024 Season World Championship/Main Event_Round 2_5,1,Game 1,1,0,1,25:03,25.05,"Lucian,Jax,Skarner,Xayah,Rell","Orianna,Aurora,Gnar,Jhin,Ashe","Rumble,Vi,Yone,Draven,Renata Glasc","Olaf,Sejuani,Akali,Kalista,Neeko",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2024 Season World Championship/Main Event,Team Liquid,FlyQuest,Team Liquid,FlyQuest,2024-10-13 19:06:00,2024 Season World Championship/Main Event_Round 5_3_2,2024 Season World Championship/Main Event_Round 5_3,2,Game 2,1,1,1,32:35,32.583333333333,"Renekton,Ivern,Orianna,Renata Glasc,Leona","Ziggs,Neeko,Skarner,Ashe,Kai'Sa","Rumble,Nocturne,Tristana,Xayah,Rakan","K'Sante,Vi,Ahri,Kalista,Senna",0,0,3,0,0,1,0,0,0,0,0,1,0,0,0
2024 Season World Championship/Main Event,Team Liquid,GAM Esports,GAM Esports,Team Liquid,2024-10-12 14:45:00,2024 Season World Championship/Main Event_Round 4_6_1,2024 Season World Championship/Main Event_Round 4_6,1,Game 1,0,1,2,35:41,35.683333333333,"Yone,Shyvana,Nocturne,Wukong,Sylas","Skarner,Ziggs,Kai'Sa,K'Sante,Gnar","Aurora,Maokai,Tristana,Ezreal,Rell","Jax,Vi,Orianna,Ashe,Braum",0,0,0,1,0,1,0,0,0,0,2,1,0,0,0
2024 Season World Championship/Main Event,Team Liquid,GAM Esports,Team Liquid,GAM Esports,2024-10-12 15:40:00,2024 Season World Championship/Main Event_Round 4_6_2,2024 Season World Championship/Main Event_Round 4_6,2,Game 2,1,1,1,24:23,24.383333333333,"Yone,Shyvana,Aurora,Kindred,Wukong","Skarner,Ziggs,Jax,Rell,Leona","Renekton,Nocturne,Neeko,Kai'Sa,Rakan","Gnar,Vi,Orianna,Ashe,Braum",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024 Season World Championship/Main Event,Team Liquid,LNG Esports,LNG Esports,Team Liquid,2024-10-03 16:37:00,2024 Season World Championship/Main Event_Round 1_5_1,2024 Season World Championship/Main Event_Round 1_5,1,Game 1,0,1,2,34:33,34.55,"Yone,Poppy,Renekton,Maokai,Alistar","Ziggs,Aurora,Lucian,Taliyah,Nautilus","Jax,Skarner,Neeko,Kai'Sa,Leona","Rumble,Sejuani,Tristana,Jhin,Rell",0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
2024 Season World Championship/Main Event,Team Liquid,paiN Gaming,Team Liquid,paiN Gaming,2024-10-07 14:48:00,2024 Season World Championship/Main Event_Round 3_8_1,2024 Season World Championship/Main Event_Round 3_8,1,Game 1,1,0,1,36:47,36.783333333333,"Yone,Lucian,Skarner,Kalista,Xayah","Ziggs,Aurora,Sejuani,Neeko,Maokai","Jax,Vi,Ahri,Kai'Sa,Rell","Gnar,Nocturne,Orianna,Ezreal,Alistar",0,1,0,0,0,0,0,0,0,1,3,0,0,0,0
2024 Season World Championship/Main Event,Team Liquid,Weibo Gaming,Weibo Gaming,Team Liquid,2024-10-04 15:12:00,2024 Season World Championship/Main Event_Round 2_4_1,2024 Season World Championship/Main Event_Round 2_4,1,Game 1,0,1,2,42:14,42.233333333333,"Ashe,Yone,Vi,LeBlanc,Jax","Ziggs,Aurora,Rumble,K'Sante,Poppy","Renekton,Sejuani,Syndra,Lucian,Nami","Gnar,Skarner,Orianna,Kalista,Renata Glasc",0,2,1,0,0,0,0,0,2,0,1,0,0,0,0
2024 Season World Championship/Main Event,Top Esports,Dplus Kia,Top Esports,Dplus Kia,2024-10-10 12:13:00,2024 Season World Championship/Main Event_Round 4_1_1,2024 Season World Championship/Main Event_Round 4_1,1,Game 1,1,0,1,32:48,32.8,"Gnar,Vi,LeBlanc,Sylas,Kai'Sa","Yone,Renekton,Rumble,Poppy,Renata Glasc","K'Sante,Xin Zhao,Aurora,Ashe,Braum","Jax,Skarner,Orianna,Smolder,Rell",0,0,0,1,2,0,0,0,1,0,0,1,0,0,0
2024 Season World Championship/Main Event,Top Esports,Fnatic,Top Esports,Fnatic,2024-10-06 12:10:00,2024 Season World Championship/Main Event_Round 3_3_1,2024 Season World Championship/Main Event_Round 3_3,1,Game 1,1,0,1,24:10,24.166666666667,"Orianna,LeBlanc,Vi,Kai'Sa,Lucian","Aurora,Ziggs,Zyra,Ashe,Kalista","Rumble,Sejuani,Yone,Miss Fortune,Rell","K'Sante,Skarner,Smolder,Jhin,Leona",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2024 Season World Championship/Main Event,Top Esports,T1,T1,Top Esports,2024-10-19 12:15:00,2024 Season World Championship/Main Event_Quarterfinals_3_1,2024 Season World Championship/Main Event_Quarterfinals_3,1,Game 1,0,1,2,31:57,31.95,"Gnar,Kalista,Vi,Ashe,Rakan","Yone,Aurora,Skarner,Ezreal,Poppy","Rumble,Ivern,Tristana,Miss Fortune,Leona","Camille,Sejuani,Sylas,Caitlyn,Bard",0,0,0,0,1,0,0,0,1,0,0,2,1,0,0
2024 Season World Championship/Main Event,Top Esports,T1,T1,Top Esports,2024-10-19 13:08:00,2024 Season World Championship/Main Event_Quarterfinals_3_2,2024 Season World Championship/Main Event_Quarterfinals_3,2,Game 2,0,2,2,33:45,33.75,"Gnar,Kalista,Sejuani,Orianna,Tristana","Yone,Aurora,Skarner,Renekton,K'Sante","Galio,Viego,Sylas,Ezreal,Rell","Rumble,Xin Zhao,Ahri,Xayah,Rakan",1,0,0,0,1,0,0,2,0,0,1,0,0,0,0
